agent_id;episode;step;action;reward;hasTreasure;enemyVisible;enemyInRange;treasureOnMap;distTreasure;distEnemy;distBase
-2098;7;49;1;0;0;0;0;1;0,3443482;1;0,0812167
-2098;7;50;1;0;0;0;0;1;0,3436754;1;0,08188109
-2098;7;51;1;0;0;0;0;1;0,3430027;1;0,08254554
-2098;7;52;1;0;0;0;0;1;0,3422433;1;0,08329571
-2098;7;53;1;0;0;0;0;1;0,3415801;1;0,08395103
-2098;7;54;1;0;0;0;0;1;0,3408983;1;0,08462491
-2098;7;55;1;0;0;0;0;1;0,3402073;1;0,08530793
-2098;7;56;1;0;0;0;0;1;0,339435;1;0,08607153
-2098;7;57;1;0;0;0;0;1;0,3387632;1;0,08673577
-2098;7;58;1;0;0;0;0;1;0,3380579;1;0,08743341
-2098;7;59;1;0;0;0;0;1;0,3373914;1;0,08809271
-2098;7;60;1;0;0;0;0;1;0,3367097;1;0,08876722
-2098;7;61;1;0;0;0;0;1;0,3359253;1;0,08954343
-2098;7;62;1;0;0;0;0;1;0,335247;1;0,09021477
-2098;7;63;1;0;0;0;0;1;0,3345479;1;0,09090679
-2098;7;64;1;0;0;0;0;1;0,3338545;1;0,09159333
-2098;7;65;1;0;0;0;0;1;0,33316;1;0,09228104
-2098;7;66;1;0;0;0;0;1;0,3324758;1;0,09295863
-2098;7;67;1;0;0;0;0;1;0,3318018;1;0,09362619
-2098;7;68;1;0;0;0;0;1;0,3310326;1;0,09438821
-2098;7;69;1;0;0;0;0;1;0,330366;1;0,09504863
-2098;7;70;1;0;0;0;0;1;0,3296971;1;0,09571149
-2098;7;71;1;0;0;0;0;1;0,3290015;1;0,09640091
-2098;7;72;1;0;0;0;0;1;0,3282369;1;0,09715874
-2098;7;73;1;0;0;0;0;1;0,3275613;1;0,09782845
-2098;7;74;1;0;0;0;0;1;0,3268325;1;0,09855108
-2098;7;75;1;0;0;0;0;1;0,3262362;1;0,09914229
-2098;7;76;1;0;0;0;0;1;0,3254721;1;0,09990007
-2098;7;77;1;0;0;0;0;1;0,3247677;1;0,1005987
-2098;7;78;1;0;0;0;0;1;0,3241279;1;0,1012333
-2098;7;79;1;0;0;0;0;1;0,3233814;1;0,1019739
-2098;7;80;1;0;0;0;0;1;0,3226462;1;0,1027033
-2098;7;81;1;0;0;0;0;1;0,3219478;1;0,1033964
-2098;7;82;1;0;0;0;0;1;0,3212835;1;0,1040556
-2098;7;83;1;0;0;0;0;1;0,3206119;1;0,1047221
-2098;7;84;1;0;0;0;0;1;0,3198373;1;0,1054909
-2098;7;85;1;0;0;0;0;1;0,3191569;1;0,1061664
-2098;7;86;1;0;0;0;0;1;0,318455;1;0,1068631
-2098;7;87;1;0;0;0;0;1;0,3177966;1;0,1075169
-2098;7;88;1;0;0;0;0;1;0,3170869;1;0,1082215
-2098;7;89;1;0;0;0;0;1;0,3163277;1;0,1089755
-2098;7;90;1;0;0;0;0;1;0,3156531;1;0,1096454
-2098;7;91;1;0;0;0;0;1;0,3150282;1;0,1102661
-2098;7;92;1;0;0;0;0;1;0,3142364;1;0,1110526
-2098;7;93;1;0;0;0;0;1;0,3135471;1;0,1117374
-2098;7;94;1;0;0;0;0;1;0,3128537;1;0,1124263
-2098;7;95;1;0;0;0;0;1;0,3121524;1;0,113123
-2098;7;96;1;0;0;0;0;1;0,3114651;1;0,113806
-2098;7;97;1;0;0;0;0;1;0,3107852;1;0,1144817
-2098;7;98;1;0;0;0;0;1;0,3100603;1;0,1152021
-2098;7;99;1;0;0;0;0;1;0,3093943;1;0,115864
-2098;7;100;1;0;0;0;0;1;0,3086586;1;0,1165953
-2098;7;101;1;0;0;0;0;1;0,3080064;1;0,1172436
-2098;7;102;1;0;0;0;0;1;0,3072619;1;0,1179837
-2098;7;103;1;0;0;0;0;1;0,306621;1;0,1186208
-2098;7;104;1;0;0;0;0;1;0,3059003;1;0,1193374
-2098;7;105;1;0;0;0;0;1;0,3051649;1;0,1200687
-2098;7;106;1;0;0;0;0;1;0,3044424;1;0,1207871
-2098;7;107;1;0;0;0;0;1;0,3037658;1;0,12146
-2098;7;108;1;0;0;0;0;1;0,3030979;1;0,1221242
-2098;7;109;1;0;0;0;0;1;0,3023899;1;0,1228284
-2098;7;110;1;0;0;0;0;1;0,3017155;1;0,1234992
-2098;7;111;1;0;0;0;0;1;0,3009881;1;0,1242227
-2098;7;112;1;0;0;0;0;1;0,3002292;1;0,1249777
-2098;7;113;1;0;0;0;0;1;0,29953;1;0,1256733
-2098;7;114;1;0;0;0;0;1;0,298863;1;0,1263369
-2098;7;115;1;0;0;0;0;1;0,298134;1;0,1270622
-2098;7;116;1;0;0;0;0;1;0,2974658;1;0,1277271
-2098;7;117;1;0;0;0;0;1;0,2967545;1;0,1284349
-2098;7;118;1;0;0;0;0;1;0,2960655;1;0,1291206
-2098;7;119;1;0;0;0;0;1;0,2953535;1;0,1298292
-2098;7;120;1;0;0;0;0;1;0,2946714;1;0,1305079
-2098;7;121;1;0;0;0;0;1;0,2939391;1;0,1312369
-2098;7;122;1;0;0;0;0;1;0,2932872;1;0,1318857
-2098;7;123;1;0;0;0;0;1;0,2925775;1;0,1325921
-2098;7;124;1;0;0;0;0;1;0,2918533;1;0,133313
-2098;7;125;1;0;0;0;0;1;0,291192;1;0,1339714
-2098;7;126;1;0;0;0;0;1;0,2904527;1;0,1347075
-2098;7;127;1;0;0;0;0;1;0,2897664;1;0,1353907
-2098;7;128;1;0;0;0;0;1;0,2890579;1;0,1360961
-2098;7;129;1;0;0;0;0;1;0,2883863;1;0,1367649
-2098;7;130;1;0;0;0;0;1;0,2876579;1;0,1374902
-2098;7;131;1;0;0;0;0;1;0,2869345;1;0,1382105
-2098;7;132;1;0;0;0;0;1;0,2863148;1;0,1388276
-2098;7;133;1;0;0;0;0;1;0,285565;1;0,1395743
-2098;7;134;1;0;0;0;0;1;0,2848418;1;0,1402946
-2098;7;135;1;0;0;0;0;1;0,2842124;1;0,1409215
-2098;7;136;1;0;0;0;0;1;0,2835206;1;0,1416105
-2098;7;137;1;0;0;0;0;1;0,2828233;1;0,142305
-2098;7;138;1;0;0;0;0;1;0,2820377;1;0,1430876
-2098;7;139;1;0;0;0;0;1;0,2813378;1;0,1437847
-2098;7;140;1;0;0;0;0;1;0,280638;1;0,1444819
-2098;7;141;1;0;0;0;0;1;0,2799429;1;0,1451744
-2098;7;142;1;0;0;0;0;1;0,2792889;1;0,145826
-2098;7;143;1;0;0;0;0;1;0,2786104;1;0,1465019
-2098;7;144;1;0;0;0;0;1;0,2779287;1;0,1471812
-2098;7;145;1;0;0;0;0;1;0,2771773;1;0,1479298
-2098;7;146;1;0;0;0;0;1;0,2764846;1;0,14862
-2098;7;147;1;0;0;0;0;1;0,2757631;1;0,1493389
-2098;7;148;1;0;0;0;0;1;0,2751166;1;0,1499832
-2098;7;149;1;0;0;0;0;1;0,2744436;1;0,1506538
-2098;7;150;1;0;0;0;0;1;0,2737519;1;0,1513432
-2098;7;151;1;0;0;0;0;1;0,2730569;1;0,1520358
-2098;7;152;1;0;0;0;0;1;0,2723493;1;0,152741
-2098;7;153;1;0;0;0;0;1;0,2715534;1;0,1535342
-2098;7;154;1;0;0;0;0;1;0,2709607;1;0,154125
-2098;7;155;1;0;0;0;0;1;0,2701974;1;0,1548857
-2098;7;156;1;0;0;0;0;1;0,2694829;1;0,155598
-2098;7;157;1;0;0;0;0;1;0,2688345;1;0,1562443
-2098;7;158;1;0;0;0;0;1;0,2680604;1;0,1570159
-2098;7;159;1;0;0;0;0;1;0,267369;1;0,1577052
-2098;7;160;1;0;0;0;0;1;0,2667407;1;0,1583315
-2098;7;161;1;0;0;0;0;1;0,2661078;1;0,1589624
-2098;7;162;1;0;0;0;0;1;0,2652585;1;0,1598091
-2098;7;163;1;0;0;0;0;1;0,2646331;1;0,1604326
-2098;7;164;1;0;0;0;0;1;0,2638894;1;0,1611741
-2098;7;165;1;0;0;0;0;1;0,2631642;1;0,1618971
-2098;7;166;1;0;0;0;0;1;0,2624488;1;0,1626105
-2098;7;167;1;0;0;0;0;1;0,2617754;1;0,1632819
-2098;7;168;1;0;0;0;0;1;0,2610943;1;0,163961
-2098;7;169;1;0;0;0;0;1;0,2604588;1;0,1645947
-2098;7;170;1;0;0;0;0;1;0,2597014;1;0,16535
-2098;7;171;1;0;0;0;0;1;0,2590043;1;0,1660451
-2098;7;172;1;0;0;0;0;1;0,258345;1;0,1667026
-2098;7;173;1;0;0;0;0;1;0,2576386;1;0,167407
-2098;7;174;1;0;0;0;0;1;0,2569398;1;0,168104
-2098;7;175;1;0;0;0;0;1;0,256189;1;0,1688527
-2098;7;176;1;0;0;0;0;1;0,2554855;1;0,1695544
-2098;7;177;1;0;0;0;0;1;0,254862;1;0,1701762
-2098;7;178;1;0;0;0;0;1;0,2540913;1;0,1709449
-2098;7;179;1;0;0;0;0;1;0,2533599;1;0,1716744
-2098;7;180;1;0;0;0;0;1;0,2526872;1;0,1723454
-2098;7;181;1;0;0;0;0;1;0,2520303;1;0,1730007
-2098;7;182;1;0;0;0;0;1;0,2512949;1;0,1737342
-2098;7;183;1;0;0;0;0;1;0,250638;1;0,1743894
-2098;7;184;1;0;0;0;0;1;0,2499387;1;0,175087
-2098;7;185;1;0;0;0;0;1;0,2491415;1;0,1758823
-2098;7;186;1;0;0;0;0;1;0,2484733;1;0,1765488
-2098;7;187;1;0;0;0;0;1;0,2478153;1;0,1772052
-2098;7;188;1;0;0;0;0;1;0,2470581;1;0,1779606
-2098;7;189;1;0;0;0;0;1;0,2464133;1;0,1786039
-2098;7;190;1;0;0;0;0;1;0,2456518;1;0,1793637
-2098;7;191;1;0;0;0;0;1;0,2449791;1;0,1800348
-2098;7;192;1;0;0;0;0;1;0,2443243;1;0,1806881
-2098;7;193;1;0;0;0;0;1;0,2435885;1;0,1814222
-2098;7;194;1;0;0;0;0;1;0,2429282;1;0,182081
-2098;7;195;1;0;0;0;0;1;0,2422014;1;0,1828062
-2098;7;196;1;0;0;0;0;1;0,2414676;1;0,1835385
-2098;7;197;1;0;0;0;0;1;0,2408297;1;0,1841749
-2098;7;198;1;0;0;0;0;1;0,2400541;1;0,1849488
-2098;7;199;1;0;0;0;0;1;0,2393746;1;0,1856269
-2098;7;200;1;0;0;0;0;1;0,2387217;1;0,1862784
-2098;7;201;1;0;0;0;0;1;0,237992;1;0,1870066
-2098;7;202;1;0;0;0;0;1;0,2373321;1;0,1876651
-2098;7;203;1;0;0;0;0;1;0,2365873;1;0,1884083
-2098;7;204;1;0;0;0;0;1;0,2358469;1;0,1891472
-2098;7;205;1;0;0;0;0;1;0,2351886;1;0,1898042
-2098;7;206;1;0;0;0;0;1;0,2345116;1;0,1904798
-2098;7;207;1;0;0;0;0;1;0,2337532;1;0,1912367
-2098;7;208;1;0;0;0;0;1;0,233093;1;0,1918957
-2098;7;209;1;0;0;0;0;1;0,232356;1;0,1926312
-2098;7;210;1;0;0;0;0;1;0,231681;1;0,1933049
-2098;7;211;1;0;0;0;0;1;0,2310259;1;0,1939587
-2098;7;212;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;213;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;214;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;215;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;216;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;217;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;218;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;219;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;220;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;221;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;222;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;223;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;224;1;0;0;0;0;1;0,2303857;1;0,1945977
-2098;7;225;1;0;0;0;0;1;0,2217353;1;0,2032327
-2098;7;226;1;0;0;0;0;1;0,2217353;1;0,2032327
-2098;7;227;1;0;0;0;0;1;0,2197793;1;0,2051854
-2098;7;228;1;0;0;0;0;1;0,2191529;1;0,2058108
-2098;7;229;1;0;0;0;0;1;0,2183692;1;0,2065932
-2098;7;230;1;0;0;0;0;1;0,2176629;1;0,2072984
-2098;7;231;1;0;0;0;0;1;0,2170584;1;0,207902
-2098;7;232;1;0;0;0;0;1;0,2163617;1;0,2085975
-2098;7;233;1;0;0;0;0;1;0,2155683;1;0,2093897
-2098;7;234;1;0;0;0;0;1;0,2150458;1;0,2099115
-2098;7;235;1;0;0;0;0;1;0,2142411;1;0,2107149
-2098;7;236;1;0;0;0;0;1;0,2134822;1;0,2114726
-2098;7;237;1;0;0;0;0;1;0,2128216;1;0,2121323
-2098;7;238;1;0;0;0;0;1;0,2120558;1;0,2128969
-2098;7;239;1;0;0;0;0;1;0,2113968;1;0,213555
-2098;7;240;1;0;0;0;0;1;0,2106548;1;0,2142959
-2098;7;241;1;0;0;0;0;1;0,2100557;1;0,2148942
-2098;7;242;1;0;0;0;0;1;0,209436;1;0,215513
-2098;7;243;1;0;0;0;0;1;0,2085735;1;0,2163743
-2098;7;244;1;0;0;0;0;1;0,2078872;1;0,2170596
-2098;7;245;1;0;0;0;0;1;0,2071562;1;0,2177896
-2098;7;246;1;0;0;0;0;1;0,2064777;1;0,2184672
-2098;7;247;1;0;0;0;0;1;0,2057883;1;0,2191557
-2098;7;248;1;0;0;0;0;1;0,2051466;1;0,2197965
-2098;7;249;1;0;0;0;0;1;0,2044588;1;0,2204834
-2098;7;250;1;0;0;0;0;1;0,2037538;1;0,2211875
-2098;7;251;1;0;0;0;0;1;0,2030071;1;0,2219332
-2098;7;252;1;0;0;0;0;1;0,2022837;1;0,2226557
-2098;7;253;1;0;0;0;0;1;0,2016006;1;0,2233379
-2098;7;254;1;0;0;0;0;1;0,2008856;1;0,224052
-2098;7;255;1;0;0;0;0;1;0,2001599;1;0,2247768
-2098;7;256;1;0;0;0;0;1;0,1995703;1;0,2253657
-2098;7;257;1;0;0;0;0;1;0,1988573;1;0,2260779
-2098;7;258;1;0;0;0;0;1;0,1981457;1;0,2267886
-2098;7;259;1;0;0;0;0;1;0,1974114;1;0,227522
-2098;7;260;1;0;0;0;0;1;0,196748;1;0,2281846
-2098;7;261;1;0;0;0;0;1;0,1959695;1;0,2289622
-2098;7;262;1;0;0;0;0;1;0,195322;1;0,229609
-2098;7;263;1;0;0;0;0;1;0,1946507;1;0,2302795
-2098;7;264;1;0;0;0;0;1;0,1938901;1;0,2310393
-2098;7;265;1;0;0;0;0;1;0,1932398;1;0,2316889
-2098;7;266;1;0;0;0;0;1;0,1924678;1;0,23246
-2098;7;267;1;0;0;0;0;1;0,1918102;1;0,2331169
-2098;7;268;1;0;0;0;0;1;0,1910624;1;0,2338639
-2098;7;269;1;0;0;0;0;1;0,1903974;1;0,2345282
-2098;7;270;1;0;0;0;0;1;0,1897483;1;0,2351766
-2098;7;271;1;0;0;0;0;1;0,1889848;1;0,2359393
-2098;7;272;1;0;0;0;0;1;0,1883108;1;0,2366126
-2098;7;273;1;0;0;0;0;1;0,1876525;1;0,2372702
-2098;7;274;1;0;0;0;0;1;0,186892;1;0,23803
-2098;7;275;1;0;0;0;0;1;0,1862004;1;0,2387209
-2098;7;276;1;0;0;0;0;1;0,1854987;1;0,239422
-2098;7;277;1;0;0;0;0;1;0,1848312;1;0,2400888
-2098;7;278;1;0;0;0;0;1;0,1840674;1;0,2408519
-2098;7;279;1;0;0;0;0;1;0,1833751;1;0,2415435
-2098;7;280;1;0;0;0;0;1;0,1827044;1;0,2422136
-2098;7;281;1;0;0;0;0;1;0,1820177;1;0,2428997
-2098;7;282;1;0;0;0;0;1;0,1813456;1;0,2435712
-2098;7;283;1;0;0;0;0;1;0,1805769;1;0,2443392
-2098;7;284;1;0;0;0;0;1;0,1798944;1;0,2450211
-2098;7;285;1;0;0;0;0;1;0,1792293;1;0,2456856
-2098;7;286;1;0;0;0;0;1;0,1785534;1;0,246361
-2098;7;287;1;0;0;0;0;1;0,1777883;1;0,2471254
-2098;7;288;1;0;0;0;0;1;0,1770816;1;0,2478315
-2098;7;289;1;0;0;0;0;1;0,1763974;1;0,2485152
-2098;7;290;1;0;0;0;0;1;0,175715;1;0,249197
-2098;7;291;1;0;0;0;0;1;0,1750298;1;0,2498817
-2098;7;292;1;0;0;0;0;1;0,1743418;1;0,2505692
-2098;7;293;1;0;0;0;0;1;0,1735802;1;0,2513301
-2098;7;294;1;0;0;0;0;1;0,1729116;1;0,2519982
-2098;7;295;1;0;0;0;0;1;0,1722566;1;0,2526528
-2098;7;296;1;0;0;0;0;1;0,1714985;1;0,2534104
-2098;7;297;1;0;0;0;0;1;0,1708017;1;0,2541066
-2098;7;298;1;0;0;0;0;1;0,1701411;1;0,2547667
-2098;7;299;1;0;0;0;0;1;0,1693839;1;0,2555234
-2098;7;300;1;0;0;0;0;1;0,168693;1;0,2562138
-2098;7;301;1;0;0;0;0;1;0,1680045;1;0,2569019
-2098;7;302;1;0;0;0;0;1;0,1673417;1;0,2575643
-2098;7;303;1;0;0;0;0;1;0,1666631;1;0,2582424
-2098;7;304;1;0;0;0;0;1;0,1659005;1;0,2590045
-2098;7;305;1;0;0;0;0;1;0,1652021;1;0,2597025
-2098;7;306;1;0;0;0;0;1;0,1645169;1;0,2603873
-2098;7;307;1;0;0;0;0;1;0,1638531;1;0,2610506
-2098;7;308;1;0;0;0;0;1;0,1630933;1;0,26181
-2098;7;309;1;0;0;0;0;1;0,1624339;1;0,262469
-2098;7;310;1;0;0;0;0;1;0,1617563;1;0,2631463
-2098;7;311;1;0;0;0;0;1;0,1609856;1;0,2639165
-2098;7;312;1;0;0;0;0;1;0,1603147;1;0,264587
-2098;7;313;1;0;0;0;0;1;0,1596579;1;0,2652436
-2098;7;314;1;0;0;0;0;1;0,1588907;1;0,2660103
-2098;7;315;1;0;0;0;0;1;0,1582199;1;0,2666807
-2098;7;316;1;0;0;0;0;1;0,1575454;1;0,267355
-2098;7;317;1;0;0;0;0;1;0,1568642;1;0,2680358
-2098;7;318;1;0;0;0;0;1;0,1560831;1;0,2688166
-2098;7;319;1;0;0;0;0;1;0,1553914;1;0,269508
-2098;7;320;1;0;0;0;0;1;0,1546956;1;0,2702034
-2098;7;321;1;0;0;0;0;1;0,1540271;1;0,2708717
-2098;7;322;1;0;0;0;0;1;0,153366;1;0,2715325
-2098;7;323;1;0;0;0;0;1;0,152597;1;0,2723012
-2098;7;324;1;0;0;0;0;1;0,1519364;1;0,2729615
-2098;7;325;1;0;0;0;0;1;0,1512698;1;0,2736279
-2098;7;326;1;0;0;0;0;1;0,1505011;1;0,2743962
-2098;7;327;1;0;0;0;0;1;0,1498255;1;0,2750717
-2098;7;328;1;0;0;0;0;1;0,1491406;1;0,2757563
-2098;7;329;1;0;0;0;0;1;0,1484744;1;0,2764223
-2098;7;330;1;0;0;0;0;1;0,1477116;1;0,2771849
-2098;7;331;1;0;0;0;0;1;0,1470092;1;0,2778871
-2098;7;332;1;0;0;0;0;1;0,1463418;1;0,2785543
-2098;7;333;1;0;0;0;0;1;0,1456747;1;0,2792211
-2098;7;334;1;0;0;0;0;1;0,1449154;1;0,2799802
-2098;7;335;1;0;0;0;0;1;0,1442605;1;0,280635
-2098;7;336;1;0;0;0;0;1;0,1435698;1;0,2813255
-2098;7;337;1;0;0;0;0;1;0,142803;1;0,2820922
-2098;7;338;1;0;0;0;0;1;0,1421357;1;0,2827593
-2098;7;339;1;0;0;0;0;1;0,1414724;1;0,2834225
-2098;7;340;1;0;0;0;0;1;0,140704;1;0,2841907
-2098;7;341;1;0;0;0;0;1;0,1400897;1;0,2848049
-2098;7;342;1;0;0;0;0;1;0,1393223;1;0,2855723
-2098;7;343;1;0;0;0;0;1;0,1386575;1;0,286237
-2098;7;344;1;0;0;0;0;1;0,1378972;1;0,2869971
-2098;7;345;1;0;0;0;0;1;0,1372207;1;0,2876735
-2098;7;346;1;0;0;0;0;1;0,1365364;1;0,2883578
-2098;7;347;1;0;0;0;0;1;0,1358541;1;0,28904
-2098;7;348;1;0;0;0;0;1;0,1351002;1;0,2897939
-2098;7;349;1;0;0;0;0;1;0,134419;1;0,2904751
-2098;7;350;1;0;0;0;0;1;0,1337344;1;0,2911596
-2098;7;351;1;0;0;0;0;1;0,133054;1;0,29184
-2098;7;352;1;0;0;0;0;1;0,1323031;1;0,2925909
-2098;7;353;1;0;0;0;0;1;0,1316303;1;0,2932637
-2098;7;354;1;0;0;0;0;1;0,1309613;1;0,2939327
-2098;7;355;1;0;0;0;0;1;0,1302085;1;0,2946855
-2098;7;356;1;0;0;0;0;1;0,1295134;1;0,2953807
-2098;7;357;1;0;0;0;0;1;0,1288531;1;0,296041
-2098;7;358;1;0;0;0;0;1;0,1281047;1;0,2967895
-2098;7;359;1;0;0;0;0;1;0,1274216;1;0,2974727
-2098;7;360;1;0;0;0;0;1;0,1267538;1;0,2981405
-2098;7;361;1;0;0;0;0;1;0,1260552;1;0,2988392
-2098;7;362;1;0;0;0;0;1;0,1253676;1;0,2995269
-2098;7;363;1;0;0;0;0;1;0,1246905;1;0,3002041
-2098;7;364;1;0;0;0;0;1;0,1240185;1;0,3008763
-2098;7;365;1;0;0;0;0;1;0,1232418;1;0,3016531
-2098;7;366;1;0;0;0;0;1;0,1225413;1;0,3023537
-2098;7;367;1;0;0;0;0;1;0,1218422;1;0,303053
-2098;7;368;1;0;0;0;0;1;0,1211639;1;0,3037315
-2098;7;369;1;0;0;0;0;1;0,1204844;1;0,3044111
-2098;7;370;1;0;0;0;0;1;0,1197898;1;0,3051059
-2098;7;371;1;0;0;0;0;1;0,1190221;1;0,3058738
-2098;7;372;1;0;0;0;0;1;0,1183367;1;0,3065594
-2098;7;373;1;0;0;0;0;1;0,1176519;1;0,3072444
-2098;7;374;1;0;0;0;0;1;0,1169822;1;0,3079144
-2098;7;375;1;0;0;0;0;1;0,1162233;1;0,3086736
-2098;7;376;1;0;0;0;0;1;0,115544;1;0,3093532
-2098;7;377;1;0;0;0;0;1;0,1148806;1;0,3100168
-2098;7;378;1;0;0;0;0;1;0,1142148;1;0,3106829
-2098;7;379;1;0;0;0;0;1;0,1134325;1;0,3114656
-2098;7;380;1;0;0;0;0;1;0,1127344;1;0,312164
-2098;7;381;1;0;0;0;0;1;0,1120367;1;0,3128621
-2098;7;382;1;0;0;0;0;1;0,1113527;1;0,3135464
-2098;7;383;1;0;0;0;0;1;0,1106646;1;0,3142349
-2098;7;384;1;0;0;0;0;1;0,1099989;1;0,314901
-2098;7;385;1;0;0;0;0;1;0,1092309;1;0,3156694
-2098;7;386;1;0;0;0;0;1;0,1085345;1;0,3163662
-2098;7;387;1;0;0;0;0;1;0,1078401;1;0,317061
-2098;7;388;1;0;0;0;0;1;0,107172;1;0,3177296
-2098;7;389;1;0;0;0;0;1;0,106515;1;0,318387
-2098;7;390;1;0;0;0;0;1;0,105752;1;0,3191505
-2098;7;391;1;0;0;0;0;1;0,1050655;1;0,3198375
-2098;7;392;1;0;0;0;0;1;0,1044039;1;0,3204996
-2098;7;393;1;0;0;0;0;1;0,1036453;1;0,3212588
-2098;7;394;1;0;0;0;0;1;0,1029857;1;0,3219189
-2098;7;395;1;0;0;0;0;1;0,1022921;1;0,3226131
-2098;7;396;1;0;0;0;0;1;0,1016014;1;0,3233043
-2098;7;397;1;0;0;0;0;1;0,1009087;1;0,3239976
-2098;7;398;1;0;0;0;0;1;0,1001473;1;0,3247597
-2098;7;399;1;0;0;0;0;1;0,09953514;1;0,3253724
-2098;7;400;1;0;0;0;0;1;0,09875004;1;0,3261583
-2098;7;401;1;0;0;0;0;1;0,09804808;1;0,3268609
-2098;7;402;1;0;0;0;0;1;0,09735649;1;0,3275532
-2098;7;403;1;0;0;0;0;1;0,0966536;1;0,3282568
-2098;7;404;1;0;0;0;0;1;0,09597997;1;0,3289312
-2098;7;405;1;0;0;0;0;1;0,09530588;1;0,329606
-2098;7;406;1;0;0;0;0;1;0,09462979;1;0,3302829
-2098;7;407;1;0;0;0;0;1;0,09386409;1;0,3310494
-2098;7;408;1;0;0;0;0;1;0,09317642;1;0,3317379
-2098;7;409;1;0;0;0;0;1;0,09251172;1;0,3324034
