agent_id;episode;step;action;reward;hasTreasure;enemyVisible;enemyInRange;treasureOnMap;distTreasure;distEnemy;distBase;health;score
-1694;0;46;1;-0,04699998;0;0;0;1;0,3553653;1;0,07550614;1;0
-1694;0;47;1;-0,04799997;0;0;0;1;0,3547193;1;0,07608021;1;0
-1694;0;48;1;-0,04899997;0;0;0;1;0,3539858;1;0,07673342;1;0
-1694;0;49;1;-0,04999997;0;0;0;1;0,3533451;1;0,07730517;1;0
-1694;0;50;1;-0,05099997;0;0;0;1;0,3526386;1;0,07793692;1;0
-1694;0;51;1;-0,05199997;0;0;0;1;0,3519006;1;0,07859809;1;0
-1694;0;52;1;-0,05299997;0;0;0;1;0,3511522;1;0,0792701;1;0
-1694;0;53;1;-0,05399996;0;0;0;1;0,3505557;1;0,07980656;1;0
-1694;0;54;1;-0,05499996;0;0;0;1;0,3497613;1;0,08052245;1;0
-1694;0;55;1;-0,05599996;0;0;0;1;0,3490535;1;0,08116154;1;0
-1694;0;56;1;-0,05699996;0;0;0;1;0,3484381;1;0,08171807;1;0
-1694;0;57;1;-0,05799996;0;0;0;1;0,3477132;1;0,08237472;1;0
-1694;0;58;1;-0,05899996;0;0;0;1;0,3470304;1;0,08299424;1;0
-1694;0;59;1;-0,05999995;0;0;0;1;0,3463079;1;0,0836509;1;0
-1694;0;60;1;-0,06099995;0;0;0;1;0,3455651;1;0,08432708;1;0
-1694;0;61;1;-0,06199995;0;0;0;1;0,3449442;1;0,0848932;1;0
-1694;0;62;1;-0,06299995;0;0;0;1;0,3442033;1;0,08556976;1;0
-1694;0;63;1;-0,06399995;0;0;0;1;0,3435107;1;0,08620313;1;0
-1694;0;64;1;-0,06499995;0;0;0;1;0,3427684;1;0,08688296;1;0
-1694;0;65;1;-0,06599995;0;0;0;1;0,3420762;1;0,08751785;1;0
-1694;0;66;1;-0,06699996;0;0;0;1;0,3414332;1;0,08810834;1;0
-1694;0;67;1;-0,06799996;0;0;0;1;0,3407346;1;0,08875069;1;0
-1694;0;68;1;-0,06899996;0;0;0;1;0,3400008;1;0,08942635;1;0
-1694;0;69;1;-0,06999996;0;0;0;1;0,3393275;1;0,09004717;1;0
-1694;0;70;1;-0,07099997;0;0;0;1;0,3385935;1;0,09072478;1;0
-1694;0;71;1;-0,07199997;0;0;0;1;0,3379379;1;0,09133077;1;0
-1694;0;72;1;-0,07299997;0;0;0;1;0,3372135;1;0,09200106;1;0
-1694;0;73;1;-0,07399997;0;0;0;1;0,3365221;1;0,09264166;1;0
-1694;0;74;1;-0,07499997;0;0;0;1;0,3357742;1;0,09333533;1;0
-1694;0;75;1;-0,07599998;0;0;0;1;0,3350611;1;0,09399759;1;0
-1694;0;76;1;-0,07699998;0;0;0;1;0,3344028;1;0,0946096;1;0
-1694;0;77;1;-0,07799998;0;0;0;1;0,3337575;1;0,09521005;1;0
-1694;0;78;1;-0,07899998;0;0;0;1;0,3330433;1;0,09587537;1;0
-1694;0;79;1;-0,07999998;0;0;0;1;0,3323116;1;0,09655771;1;0
-1694;0;80;1;-0,08099999;0;0;0;1;0,3315574;1;0,09726183;1;0
-1694;0;81;1;-0,08199999;0;0;0;1;0,3309154;1;0,09786172;1;0
-1694;0;82;1;-0,08299999;0;0;0;1;0,3301812;1;0,09854849;1;0
-1694;0;83;1;-0,08399999;0;0;0;1;0,3295024;1;0,09918398;1;0
-1694;0;84;1;-0,08499999;0;0;0;1;0,3287728;1;0,09986765;1;0
-1694;0;85;1;-0,086;0;0;0;1;0,3280652;1;0,1005314;1;0
-1694;0;86;1;-0,087;0;0;0;1;0,3274073;1;0,1011491;1;0
-1694;0;87;1;-0,088;0;0;0;1;0,3266667;1;0,1018449;1;0
-1694;0;88;1;-0,089;0;0;0;1;0,325978;1;0,1024926;1;0
-1694;0;89;1;-0,09;0;0;0;1;0,3253464;1;0,1030871;1;0
-1694;0;90;1;-0,09100001;0;0;0;1;0,324612;1;0,1037788;1;0
-1694;0;91;1;-0,09200001;0;0;0;1;0,3238832;1;0,1044659;1;0
-1694;0;92;1;-0,09300001;0;0;0;1;0,3232216;1;0,1050901;1;0
-1694;0;93;1;-0,09400001;0;0;0;1;0,3225471;1;0,1057268;1;0
-1694;0;94;1;-0,09500001;0;0;0;1;0,3218145;1;0,1064191;1;0
-1694;0;95;1;-0,09600002;0;0;0;1;0,3211081;1;0,107087;1;0
-1694;0;96;1;-0,09700002;0;0;0;1;0,3203567;1;0,1077981;1;0
-1694;0;97;1;-0,09800002;0;0;0;1;0,3197093;1;0,1084112;1;0
-1694;0;98;1;-0,09900002;0;0;0;1;0,3190319;1;0,1090532;1;0
-1694;0;99;1;-0,1;0;0;0;1;0,3183098;1;0,1097379;1;0
-1694;0;100;1;-0,101;0;0;0;1;0,3176051;1;0,1104067;1;0
-1694;0;101;1;-0,102;0;0;0;1;0,3168782;1;0,1110968;1;0
-1694;0;102;1;-0,103;0;0;0;1;0,3162441;1;0,1116994;1;0
-1694;0;103;1;-0,104;0;0;0;1;0,3155529;1;0,1123565;1;0
-1694;0;104;1;-0,105;0;0;0;1;0,3148179;1;0,1130558;1;0
-1694;0;105;1;-0,106;0;0;0;1;0,314115;1;0,113725;1;0
-1694;0;106;1;-0,107;0;0;0;1;0,3133645;1;0,1144398;1;0
-1694;0;107;1;-0,108;0;0;0;1;0,3127229;1;0,1150514;1;0
-1694;0;108;1;-0,109;0;0;0;1;0,3120374;1;0,1157051;1;0
-1694;0;109;1;-0,11;0;0;0;1;0,3113004;1;0,1164084;1;0
-1694;0;110;1;-0,111;0;0;0;1;0,3105769;1;0,1170992;1;0
-1694;0;111;1;-0,112;0;0;0;1;0,3098638;1;0,1177804;1;0
-1694;0;112;1;-0,1130001;0;0;0;1;0,3092251;1;0,1183909;1;0
-1694;0;113;1;-0,1140001;0;0;0;1;0,3085303;1;0,1190553;1;0
-1694;0;114;1;-0,1150001;0;0;0;1;0,307826;1;0,1197293;1;0
-1694;0;115;1;-0,1160001;0;0;0;1;0,307125;1;0,1204003;1;0
-1694;0;116;1;-0,1170001;0;0;0;1;0,3063889;1;0,1211053;1;0
-1694;0;117;1;-0,1180001;0;0;0;1;0,3057396;1;0,1217275;1;0
-1694;0;118;1;-0,1190001;0;0;0;1;0,3050436;1;0,1223948;1;0
-1694;0;119;1;-0,1200001;0;0;0;1;0,304326;1;0,1230831;1;0
-1694;0;120;1;-0,1210001;0;0;0;1;0,3036063;1;0,1237738;1;0
-1694;0;121;1;-0,1220001;0;0;0;1;0,3028744;1;0,1244765;1;0
-1694;0;122;1;-0,1230001;0;0;0;1;0,3022496;1;0,1250766;1;0
-1694;0;123;1;-0,1240001;0;0;0;1;0,3015628;1;0,1257366;1;0
-1694;0;124;1;-0,1250001;0;0;0;1;0,3008319;1;0,1264393;1;0
-1694;0;125;1;-0,1260001;0;0;0;1;0,3001401;1;0,1271046;1;0
-1694;0;126;1;-0,1270001;0;0;0;1;0,2993904;1;0,127826;1;0
-1694;0;127;1;-0,1280001;0;0;0;1;0,2987012;1;0,1284895;1;0
-1694;0;128;1;-0,1290001;0;0;0;1;0,2980129;1;0,1291525;1;0
-1694;0;129;1;-0,1300001;0;0;0;1;0,2972651;1;0,1298729;1;0
-1694;0;130;1;-0,1310001;0;0;0;1;0,296579;1;0,1305342;1;0
-1694;0;131;1;-0,1320001;0;0;0;1;0,2959231;1;0,1311667;1;0
-1694;0;132;1;-0,1330001;0;0;0;1;0,2952368;1;0,1318287;1;0
-1694;0;133;1;-0,1340001;0;0;0;1;0,2944922;1;0,1325471;1;0
-1694;0;134;1;-0,1350001;0;0;0;1;0,2938231;1;0,1331931;1;0
-1694;0;135;1;-0,1360001;0;0;0;1;0,2931328;1;0,1338596;1;0
-1694;0;136;1;-0,1370001;0;0;0;1;0,2924;1;0,1345676;1;0
-1694;0;137;1;-0,1380001;0;0;0;1;0,291704;1;0,1352401;1;0
-1694;0;138;1;-0,1390001;0;0;0;1;0,2910035;1;0,1359174;1;0
-1694;0;139;1;-0,1400001;0;0;0;1;0,2903256;1;0,1365729;1;0
-1694;0;140;1;-0,1410001;0;0;0;1;0,2896234;1;0,1372522;1;0
-1694;0;141;1;-0,1420001;0;0;0;1;0,28892;1;0,1379329;1;0
-1694;0;142;1;-0,1430001;0;0;0;1;0,2882326;1;0,1385984;1;0
-1694;0;143;1;-0,1440001;0;0;0;1;0,2874998;1;0,139308;1;0
-1694;0;144;1;-0,1450001;0;0;0;1;0,2867959;1;0,1399899;1;0
-1694;0;145;1;-0,1460001;0;0;0;1;0,2860794;1;0,1406841;1;0
-1694;0;146;1;-0,1470001;0;0;0;1;0,2854303;1;0,1413134;1;0
-1694;0;147;1;-0,1480001;0;0;0;1;0,2846882;1;0,1420328;1;0
-1694;0;148;1;-0,1490001;0;0;0;1;0,284029;1;0,1426723;1;0
-1694;0;149;1;-0,1500001;0;0;0;1;0,2833351;1;0,1433455;1;0
-1694;0;150;1;-0,1510001;0;0;0;1;0,2826575;1;0,1440031;1;0
-1694;0;151;1;-0,1520001;0;0;0;1;0,2819327;1;0,1447067;1;0
-1694;0;152;1;-0,1530001;0;0;0;1;0,2812404;1;0,1453789;1;0
-1694;0;153;1;-0,1540001;0;0;0;1;0,2804635;1;0,1461336;1;0
-1694;0;154;1;-0,1550001;0;0;0;1;0,2798569;1;0,1467229;1;0
-1694;0;155;1;-0,1560001;0;0;0;1;0,2790786;1;0,1474793;1;0
-1694;0;156;1;-0,1570001;0;0;0;1;0,2783671;1;0,148171;1;0
-1694;0;157;1;-0,1580001;0;0;0;1;0,2777475;1;0,1487735;1;0
-1694;0;158;1;-0,1590001;0;0;0;1;0,2769641;1;0,1495355;1;0
-1694;0;159;1;-0,1600001;0;0;0;1;0,2763441;1;0,1501387;1;0
-1694;0;160;1;-0,1610001;0;0;0;1;0,2755729;1;0,1508892;1;0
-1694;0;161;1;-0,1620001;0;0;0;1;0,2748781;1;0,1515656;1;0
-1694;0;162;1;-0,1630002;0;0;0;1;0,2741784;1;0,1522468;1;0
-1694;0;163;1;-0,1640002;0;0;0;1;0,2734893;1;0,1529179;1;0
-1694;0;164;1;-0,1650002;0;0;0;1;0,272789;1;0,1536001;1;0
-1694;0;165;1;-0,1660002;0;0;0;1;0,2721028;1;0,1542687;1;0
-1694;0;166;1;-0,1670002;0;0;0;1;0,2713815;1;0,1549717;1;0
-1694;0;167;1;-0,1680002;0;0;0;1;0,2707576;1;0,1555799;1;0
-1694;0;168;1;-0,1690002;0;0;0;1;0,2699806;1;0,1563375;1;0
-1694;0;169;1;-0,1700002;0;0;0;1;0,2693401;1;0,1569621;1;0
-1694;0;170;1;-0,1710002;0;0;0;1;0,2686477;1;0,1576375;1;0
-1694;0;171;1;-0,1720002;0;0;0;1;0,2678684;1;0,1583979;1;0
-1694;0;172;1;-0,1730002;0;0;0;1;0,2672584;1;0,1589932;1;0
-1694;0;173;1;-0,1740002;0;0;0;1;0,2664965;1;0,1597369;1;0
-1694;0;174;1;-0,1750002;0;0;0;1;0,2657917;1;0,1604251;1;0
-1694;0;175;1;-0,1760002;0;0;0;1;0,2651153;1;0,1610857;1;0
-1694;0;176;1;-0,1770002;0;0;0;1;0,264399;1;0,1617853;1;0
-1694;0;177;1;-0,1780002;0;0;0;1;0,2636863;1;0,1624816;1;0
-1694;0;178;1;-0,1790002;0;0;0;1;0,2630178;1;0,1631348;1;0
-1694;0;179;1;-0,1800002;0;0;0;1;0,2622901;1;0,163846;1;0
-1694;0;180;1;-0,1810002;0;0;0;1;0,2615777;1;0,1645425;1;0
-1694;0;181;1;-0,1820002;0;0;0;1;0,2608699;1;0,1652345;1;0
-1694;0;182;1;-0,1830002;0;0;0;1;0,2601887;1;0,1659007;1;0
-1694;0;183;1;-0,1840002;0;0;0;1;0,2595071;1;0,1665674;1;0
-1694;0;184;1;-0,1850002;0;0;0;1;0,2587898;1;0,1672691;1;0
-1694;0;185;1;-0,1860002;0;0;0;1;0,2581252;1;0,1679194;1;0
-1694;0;186;1;-0,1870002;0;0;0;1;0,2574006;1;0,1686286;1;0
-1694;0;187;1;-0,1880002;0;0;0;1;0,2566938;1;0,1693204;1;0
-1694;0;188;1;-0,1890002;0;0;0;1;0,2560055;1;0,1699942;1;0
-1694;0;189;1;-0,1900002;0;0;0;1;0,2553596;1;0,1706267;1;0
-1694;0;190;1;-0,1910002;0;0;0;1;0,2546636;1;0,1713082;1;0
-1694;0;191;1;-0,1920002;0;0;0;1;0,2539511;1;0,1720062;1;0
-1694;0;192;1;-0,1930002;0;0;0;1;0,2531699;1;0,1727716;1;0
-1694;0;193;1;-0,1940002;0;0;0;1;0,2525237;1;0,1734048;1;0
-1694;0;194;1;-0,1950002;0;0;0;1;0,2517769;1;0,1741366;1;0
-1694;0;195;1;-0,1960002;0;0;0;1;0,2512085;1;0,1746937;1;0
-1694;0;196;1;-0,1970002;0;0;0;1;0,2503795;1;0,1755064;1;0
-1694;0;197;1;-0,1980002;0;0;0;1;0,249761;1;0,1761129;1;0
-1694;0;198;1;-0,1990002;0;0;0;1;0,2489702;1;0,1768884;1;0
-1694;0;199;1;-0,2000002;0;0;0;1;0,2483435;1;0,1775031;1;0
-1694;0;200;1;-0,2010002;0;0;0;1;0,247641;1;0,1781922;1;0
-1694;0;201;1;-0,2020002;0;0;0;1;0,2468891;1;0,1789299;1;0
-1694;0;202;1;-0,2030002;0;0;0;1;0,2462711;1;0,1795363;1;0
-1694;0;203;1;-0,2040002;0;0;0;1;0,2454825;1;0,1803103;1;0
-1694;0;204;1;-0,2050002;0;0;0;1;0,2447765;1;0,1810032;1;0
-1694;0;205;1;-0,2060002;0;0;0;1;0,2441029;1;0,1816646;1;0
-1694;0;206;1;-0,2070002;0;0;0;1;0,2434594;1;0,1822964;1;0
-1694;0;207;1;-0,2080002;0;0;0;1;0,2427554;1;0,1829878;1;0
-1694;0;208;1;-0,2090002;0;0;0;1;0,2420516;1;0,183679;1;0
-1694;0;209;1;-0,2100002;0;0;0;1;0,2413523;1;0,1843659;1;0
-1694;0;210;1;-0,2110002;0;0;0;1;0,2405732;1;0,1851312;1;0
-1694;0;211;1;-0,2120003;0;0;0;1;0,2398777;1;0,1858146;1;0
-1694;0;212;1;-0,2130003;0;0;0;1;0,2391896;1;0,1864907;1;0
-1694;0;213;1;-0,2140003;0;0;0;1;0,2385005;1;0,187168;1;0
-1694;0;214;1;-0,2150003;0;0;0;1;0,2377747;1;0,1878815;1;0
-1694;0;215;1;-0,2160003;0;0;0;1;0,2370819;1;0,1885625;1;0
-1694;0;216;1;-0,2170003;0;0;0;1;0,2363839;1;0,1892488;1;0
-1694;0;217;1;-0,2180003;0;0;0;1;0,2356766;1;0,1899443;1;0
-1694;0;218;1;-0,2190003;0;0;0;1;0,2350542;1;0,1905565;1;0
-1694;0;219;1;-0,2200003;0;0;0;1;0,2343518;1;0,1912473;1;0
-1694;0;220;1;-0,2210003;0;0;0;1;0,2336774;1;0,1919107;1;0
-1694;0;221;1;-0,2220003;0;0;0;1;0,2329449;1;0,1926313;1;0
-1694;0;222;1;-0,2230003;0;0;0;1;0,2322376;1;0,1933273;1;0
-1694;0;223;1;-0,2240003;0;0;0;1;0,2315339;1;0,1940197;1;0
-1694;0;224;1;-0,2250003;0;0;0;1;0,2308256;1;0,1947169;1;0
-1694;0;225;1;-0,2260003;0;0;0;1;0,2301477;1;0,1953841;1;0
-1694;0;226;1;-0,2270003;0;0;0;1;0,2294116;1;0,1961088;1;0
-1694;0;227;1;-0,2280003;0;0;0;1;0,2287314;1;0,1967784;1;0
-1694;0;228;1;-0,2290003;0;0;0;1;0,2280384;1;0,1974607;1;0
-1694;0;229;1;-0,2300003;0;0;0;1;0,2273418;1;0,1981467;1;0
-1694;0;230;1;-0,2310003;0;0;0;1;0,2266453;1;0,1988327;1;0
-1694;0;231;1;-0,2320003;0;0;0;1;0,2259255;1;0,1995417;1;0
-1694;0;232;1;-0,2330003;0;0;0;1;0,2252476;1;0,2002094;1;0
-1694;0;233;1;-0,2340003;0;0;0;1;0,2245408;1;0,2009058;1;0
-1694;0;234;1;-0,2350003;0;0;0;1;0,2238262;1;0,2016098;1;0
-1694;0;235;1;-0,2360003;0;0;0;1;0,2231149;1;0,2023108;1;0
-1694;0;236;1;-0,2370003;0;0;0;1;0,2224188;1;0,2029967;1;0
-1694;0;237;1;-0,2380003;0;0;0;1;0,221718;1;0,2036875;1;0
-1694;0;238;1;-0,2390003;0;0;0;1;0,2210612;1;0,204335;1;0
-1694;0;239;1;-0,2400003;0;0;0;1;0,2203411;1;0,2050448;1;0
-1694;0;240;1;-0,2410003;0;0;0;1;0,2196729;1;0,2057036;1;0
-1694;0;241;1;-0,2420003;0;0;0;1;0,218965;1;0,2064015;1;0
-1694;0;242;1;-0,2430003;0;0;0;1;0,2182796;1;0,2070775;1;0
-1694;0;243;1;-0,2440003;0;0;0;1;0,2175688;1;0,2077784;1;0
-1694;0;244;1;-0,2450003;0;0;0;1;0,2168533;1;0,2084841;1;0
-1694;0;245;1;-0,2460003;0;0;0;1;0,2161868;1;0,2091416;1;0
-1694;0;246;1;-0,2470003;0;0;0;1;0,2154497;1;0,2098687;1;0
-1694;0;247;1;-0,2480003;0;0;0;1;0,2147435;1;0,2105654;1;0
-1694;0;248;1;-0,2490003;0;0;0;1;0,2140553;1;0,2112444;1;0
-1694;0;249;1;-0,2500003;0;0;0;1;0,2133531;1;0,2119374;1;0
-1694;0;250;1;-0,2510003;0;0;0;1;0,2125839;1;0,2126965;1;0
-1694;0;251;1;-0,2520003;0;0;0;1;0,2119519;1;0,2133202;1;0
-1694;0;252;1;-0,2530003;0;0;0;1;0,2112821;1;0,2139813;1;0
-1694;0;253;1;-0,2540003;0;0;0;1;0,2104885;1;0,2147647;1;0
-1694;0;254;1;-0,2550003;0;0;0;1;0,2098576;1;0,2153876;1;0
-1694;0;255;1;-0,2560003;0;0;0;1;0,2091797;1;0,2160568;1;0
-1694;0;256;1;-0,2570002;0;0;0;1;0,2084816;1;0,2167462;1;0
-1694;0;257;1;-0,2580002;0;0;0;1;0,20769;1;0,2175279;1;0
-1694;0;258;1;-0,2590002;0;0;0;1;0,2070137;1;0,2181957;1;0
-1694;0;259;1;-0,2600002;0;0;0;1;0,2063198;1;0,2188811;1;0
-1694;0;260;1;-0,2610002;0;0;0;1;0,2056358;1;0,2195567;1;0
-1694;0;261;1;-0,2620002;0;0;0;1;0,2049119;1;0,2202717;1;0
-1694;0;262;1;-0,2630002;0;0;0;1;0,2042199;1;0,2209554;1;0
-1694;0;263;1;-0,2640001;0;0;0;1;0,2035352;1;0,2216319;1;0
-1694;0;264;1;-0,2650001;0;0;0;1;0,2028236;1;0,2223349;1;0
-1694;0;265;1;-0,2660001;0;0;0;1;0,2021375;1;0,2230129;1;0
-1694;0;266;1;-0,2670001;0;0;0;1;0,201413;1;0,2237289;1;0
-1694;0;267;1;-0,2680001;0;0;0;1;0,2007003;1;0,2244332;1;0
-1694;0;268;1;-0,2690001;0;0;0;1;0,2000294;1;0,2250964;1;0
-1694;0;269;1;-0,2700001;0;0;0;1;0,1993032;1;0,2258141;1;0
-1694;0;270;1;-0,2710001;0;0;0;1;0,1985923;1;0,2265169;1;0
-1694;0;271;1;-0,272;0;0;0;1;0,1979568;1;0,2271452;1;0
-1694;0;272;1;-0,273;0;0;0;1;0,1972097;1;0,2278838;1;0
-1694;0;273;1;-0,274;0;0;0;1;0,1965132;1;0,2285725;1;0
-1694;0;274;1;-0,275;0;0;0;1;0,1958746;1;0,2292039;1;0
-1694;0;275;1;-0,276;0;0;0;1;0,1951794;1;0,2298914;1;0
-1694;0;276;1;-0,277;0;0;0;1;0,1944317;1;0,2306309;1;0
-1694;0;277;1;-0,278;0;0;0;1;0,1937001;1;0,2313545;1;0
-1694;0;278;1;-0,279;0;0;0;1;0,1929955;1;0,2320514;1;0
-1694;0;279;1;-0,2799999;0;0;0;1;0,1923481;1;0,2326918;1;0
-1694;0;280;1;-0,2809999;0;0;0;1;0,1916292;1;0,233403;1;0
-1694;0;281;1;-0,2819999;0;0;0;1;0,1909733;1;0,2340519;1;0
-1694;0;282;1;-0,2829999;0;0;0;1;0,1902488;1;0,2347687;1;0
-1694;0;283;1;-0,2839999;0;0;0;1;0,189539;1;0,235471;1;0
-1694;0;284;1;-0,2849999;0;0;0;1;0,1888674;1;0,2361356;1;0
-1694;0;285;1;-0,2859999;0;0;0;1;0,1881796;1;0,2368163;1;0
-1694;0;286;1;-0,2869999;0;0;0;1;0,1874587;1;0,2375297;1;0
-1694;0;287;1;-0,2879998;0;0;0;1;0,1867088;1;0,2382719;1;0
-1694;0;288;1;-0,2889998;0;0;0;1;0,1860329;1;0,2389409;1;0
-1694;0;289;1;-0,2899998;0;0;0;1;0,1853;1;0,2396664;1;0
-1694;0;290;1;-0,2909998;0;0;0;1;0,1846295;1;0,2403301;1;0
-1694;0;291;1;-0,2919998;0;0;0;1;0,183975;1;0,2409781;1;0
-1694;0;292;1;-0,2929998;0;0;0;1;0,1832382;1;0,2417076;1;0
-1694;0;293;1;-0,2939998;0;0;0;1;0,1825782;1;0,2423611;1;0
-1694;0;294;1;-0,2949997;0;0;0;1;0,1818516;1;0,2430806;1;0
-1694;0;295;1;-0,2959997;0;0;0;1;0,1811207;1;0,2438043;1;0
-1694;0;296;1;-0,2969997;0;0;0;1;0,180404;1;0,2445141;1;0
-1694;0;297;1;-0,2979997;0;0;0;1;0,1797014;1;0,2452099;1;0
-1694;0;298;1;-0,2989997;0;0;0;1;0,1790888;1;0,2458167;1;0
-1694;0;299;1;-0,2999997;0;0;0;1;0,1783804;1;0,2465184;1;0
-1694;0;300;1;-0,3009997;0;0;0;1;0,1775989;1;0,2472925;1;0
-1694;0;301;1;-0,3019997;0;0;0;1;0,1769715;1;0,247914;1;0
-1694;0;302;1;-0,3029996;0;0;0;1;0,1762603;1;0,2486186;1;0
-1694;0;303;1;-0,3039996;0;0;0;1;0,1755738;1;0,2492986;1;0
-1694;0;304;1;-0,3049996;0;0;0;1;0,1748347;1;0,250031;1;0
-1694;0;305;1;-0,3059996;0;0;0;1;0,1742366;1;0,2506236;1;0
-1694;0;306;1;-0,3069996;0;0;0;1;0,1734727;1;0,2513805;1;0
-1694;0;307;1;-0,3079996;0;0;0;1;0,1727808;1;0,2520662;1;0
-1694;0;308;1;-0,3089996;0;0;0;1;0,1720772;1;0,2527635;1;0
-1694;0;309;1;-0,3099996;0;0;0;1;0,1713328;1;0,2535013;1;0
-1694;0;310;1;-0,3109995;0;0;0;1;0,1706431;1;0,2541848;1;0
-1694;0;311;1;-0,3119995;0;0;0;1;0,1699067;1;0,2549148;1;0
-1694;0;312;1;-0,3129995;0;0;0;1;0,1692745;1;0,2555415;1;0
-1694;0;313;1;-0,3139995;0;0;0;1;0,168585;1;0,256225;1;0
-1694;0;314;1;-0,3149995;0;0;0;1;0,1678519;1;0,2569517;1;0
-1694;0;315;1;-0,3159995;0;0;0;1;0,1671613;1;0,2576364;1;0
-1694;0;316;1;-0,3169995;0;0;0;1;0,1664577;1;0,258334;1;0
-1694;0;317;1;-0,3179995;0;0;0;1;0,1657607;1;0,2590252;1;0
-1694;0;318;1;-0,3189994;0;0;0;1;0,1650784;1;0,2597016;1;0
-1694;0;319;1;-0,3199994;0;0;0;1;0,1643691;1;0,260405;1;0
-1694;0;320;1;-0,3209994;0;0;0;1;0,163699;1;0,2610696;1;0
-1694;0;321;1;-0,3219994;0;0;0;1;0,1629699;1;0,2617927;1;0
-1694;0;322;1;-0,3229994;0;0;0;1;0,1622545;1;0,2625022;1;0
-1694;0;323;1;-0,3239994;0;0;0;1;0,1615953;1;0,2631561;1;0
-1694;0;324;1;-0,3249994;0;0;0;1;0,1608713;1;0,2638742;1;0
-1694;0;325;1;-0,3259993;0;0;0;1;0,1601708;1;0,264569;1;0
